"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_salud","Satisfaccion_servicios_hogar","Satisfaccion_tecnologia","Satisfaccion_composicion_hogar","satisfaccion_total"
"15663",7341009,1,51.51,60,61,60,59,64,10
"15664",7341016,1,87.87,60,71.5,67,23,76,10
"15665",7341024,1,84.84,80,71.5,66,50,67,5
"15666",7341033,1,78.78,60,72.5,66,50,87,10
"15669",7341045,1,54.54,60,67.5,66,3,87,8
"15670",7341045,6,54.54,60,65,0,23,91,6
"15671",7341047,1,81.81,60,71,56,56,91,8
"15672",7341051,5,48.48,60,62,0,51,45,8
"15674",7341053,2,45.45,60,75,0,23,61,5
"15675",7341054,1,51.51,60,74,50,53,86,3
"15676",7341054,2,51.51,60,71.5,0,16,86,7
"15680",7341067,2,90.9,80,74,0,57,77,7
"15681",7341074,1,69.69,80,74,57,52,53,5
"15682",7341075,1,66.66,60,71.5,63,56,91,8
"15685",7341079,1,90.9,60,75,58,56,91,8
"15686",7341079,2,90.9,100,73,0,64,69,10
"15687",7341079,4,90.9,80,75,0,36,72,8
"15688",7341082,1,81.81,60,76,57,51,91,7
"15689",7341082,2,81.81,60,71,0,36,91,8
"15690",7341085,1,60.6,44,75,58,57,67,7
"15691",7341085,2,60.6,44,71.5,0,16,72,7
"15692",7341086,1,45.45,60,63,48,51,64,7
"15694",7341093,2,45.45,60,61,0,52,86,5
"15695",7341093,3,45.45,60,52,0,23,75,7
"15696",7341094,1,39.39,60,71,42,23,91,10
"15697",7341094,2,39.39,60,60.5,0,23,67,7
"15700",7341106,3,54.54,44,68.5,0,3,91,8
"15701",7341106,4,54.54,44,75,0,3,54,7
"15703",7341109,1,45.45,60,70,68,21,81,6
"15704",7341113,1,45.45,60,70,69,44,91,8
"15705",7341115,1,54.54,60,65.5,70,44,77,6
"15706",7341115,2,54.54,60,67,0,44,49,7
"15708",7341117,2,51.51,60,75,0,23,79,5
"15709",7341120,1,72.72,60,72.5,69,44,81,10
"15710",7341120,2,72.72,60,73.5,0,44,91,10
"15711",7341121,1,81.81,44,71,69,23,59,10
"15712",7341122,1,57.57,60,65.5,66,21,65,10
"15713",7341128,1,72.72,60,68.5,69,3,82,10
"15714",7341130,1,78.78,60,75,67,23,86,8
"15715",7341130,2,78.78,60,75,0,23,91,9
"15716",7341130,4,78.78,60,66,0,36,28,10
"15718",7341131,2,78.78,60,63,0,44,55,8
"15719",7341133,5,72.72,60,71.5,0,52,64,10
"15720",7341135,1,72.72,80,68,65,51,91,8
"15722",7341140,1,42.42,60,74,66,36,70,9
"15724",7341143,1,68.17,80,67,0,23,91,10
"15725",7341148,1,93.93,60,65.5,59,23,79,10
"15726",7341149,2,84.84,60,73,0,36,65,7
"15729",7341161,1,81.81,60,70,72,31,81,9
"15730",7341161,2,81.81,60,71,0,36,40,9
"15732",7341163,2,45.45,60,70,0,36,81,10
"15733",7341165,5,63.63,60,72,0,36,55,8
"15734",7341173,1,75.75,60,66,67,36,91,8
"15736",7341174,4,87.87,60,65.5,0,51,57,10
"15737",7341183,3,75.75,60,62,0,51,57,5
"15738",7341190,2,72.72,60,67.5,0,44,86,9
"15742",7341196,1,78.78,100,64.5,50,21,87,10
"15743",7341198,1,81.81,60,72.5,47,31,91,6
"15744",7341199,1,81.81,60,72.5,51,31,87,10
"15747",7341201,1,81.81,60,61.5,64,44,91,7
"15748",7341201,2,81.81,60,56.5,0,36,40,8
"15751",7341203,2,75.75,60,71,0,52,53,9
"15752",7341203,5,75.75,60,67,0,21,76,9
"15754",7341210,1,45.45,60,74,52,23,86,7
"15755",7341211,1,77.26,60,73,62,31,59,9
"15758",7341217,1,78.78,60,69,60,62,91,9
"15759",7341220,1,81.81,60,69,56,3,91,8
"15760",7341222,1,75.75,60,72,64,3,25,10
"15761",7341227,1,75.75,60,70,64,44,66,10
"15762",7341228,2,81.81,80,75,0,36,91,10
"15765",7341235,1,45.45,60,72.5,64,28,86,10
"15766",7341236,1,69.69,60,63.5,67,23,79,9
"15767",7341237,1,69.69,60,75,64,3,91,10
"15768",7341237,2,69.69,60,75,0,54,91,10
"15769",7341238,1,78.78,80,63.5,64,50,79,5
"15770",7341238,2,78.78,60,72,0,4,86,10
"15773",7341257,1,60.6,80,74,69,30,65,6
"15774",7341297,1,81.81,100,71.5,64,23,53,7
"15775",7341298,3,75.75,60,72.5,0,23,62,10
"15776",7341299,1,81.81,60,75,67,36,71,7
"15778",7341304,1,72.72,60,64,58,31,66,7
"15779",7341307,1,78.78,80,75,58,23,81,10
"15783",7341312,2,63.63,60,49.5,0,44,50,8
"15784",7341320,1,54.54,60,69,56,36,33,9
"15785",7341320,2,54.54,60,62.5,0,36,45,10
"15788",7341324,1,45.45,60,71.5,60,44,86,8
"15789",7341325,1,54.54,60,63,54,44,82,5
"15790",7341325,2,54.54,60,71,0,31,81,8
"15791",7341329,1,54.54,60,71,56,23,87,5
"15792",7341329,2,54.54,60,68,0,31,82,10
"15794",7341331,2,63.63,60,67.5,0,23,69,9
"15795",7341336,1,78.78,60,65.5,66,3,64,10
"15796",7341339,1,72.72,60,71,63,3,81,9
"15797",7341339,2,72.72,60,65.5,0,51,91,10
"15798",7341345,3,87.87,60,70,0,23,75,10
"15799",7341348,1,75.75,60,70,66,23,64,10
"15800",7341351,1,90.9,44,71,57,23,59,10
"15801",7341356,1,90.9,60,75,66,23,81,7
"15803",7341359,1,99.99,60,67.5,61,21,59,8
"15804",7341364,1,81.81,60,71,54,16,91,8
"15805",7341365,1,87.87,60,74,51,1,86,10
"15806",7341365,2,87.87,60,74,0,36,91,9
"15807",7341366,5,75.75,60,68,0,21,91,10
"15808",7341368,1,36.36,60,62,61,30,62,10
"15811",7341373,1,51.51,60,68,61,36,64,9
"15812",7341374,1,39.39,60,70,72,3,91,10
"15813",7341378,1,45.45,60,71,69,3,81,9
"15816",7341379,2,33.33,60,75,0,16,77,7
"15817",7341381,1,87.87,60,75,70,3,66,7
"15819",7341383,5,84.84,44,71,0,54,91,7
"15821",7341389,1,81.81,60,74,55,23,76,7
"15823",7341395,1,72.72,60,65,44,29,59,9
"15824",7341395,2,72.72,60,75,0,31,91,6
"15825",7341396,1,63.63,60,75,42,3,91,7
"15826",7341404,1,81.81,60,75,47,54,91,10
"15828",7341405,2,69.69,60,68,0,3,86,10
"15829",7341409,1,78.78,60,60,59,23,86,0
"15831",7341414,1,42.42,60,71,46,3,91,5
"15832",7341428,1,75.75,80,75,66,3,86,9
"15833",7341438,1,69.69,100,73,48,23,54,10
"15836",7341444,1,63.63,60,69.5,46,23,66,10
"15837",7341444,2,63.63,60,75,0,62,91,7
"15838",7341454,6,78.78,44,51.5,0,23,47,9
"15839",7341463,6,45.45,60,74,0,56,76,10
"15840",7341466,5,40.9,44,62.5,0,70,55,5
"15841",7341471,11,51.51,60,68,0,66,59,8
"15842",7341474,1,48.48,60,71,48,56,51,10
"15844",7341476,4,60.6,44,75,0,70,61,4
"15845",7341481,1,81.81,60,71,34,36,91,5
"15847",7341490,1,72.72,60,74,54,23,66,7
"15848",7341490,2,72.72,60,71,0,3,56,10
"15849",7341494,1,54.54,60,69,56,3,86,7
"15850",7341494,5,54.54,60,68,0,60,91,8
"15851",7341498,1,72.72,60,75,62,60,81,10
"15852",7341498,2,72.72,44,73,0,3,76,8
"15853",7341500,4,81.81,60,71,0,3,91,8
"15854",7341501,1,87.87,60,72.5,54,3,86,9
"15856",7341502,2,87.87,100,71,0,36,66,7
"15857",7341502,7,87.87,44,75,0,70,81,8
"15858",7341504,1,72.72,44,71,60,86,64,8
"15859",7341504,2,72.72,60,69,0,55,66,8
"15860",7341506,1,69.69,60,69,62,23,91,8
"15861",7341507,6,57.57,60,65.5,0,3,91,8
"15862",7341520,1,84.84,80,75,59,23,66,9
"15863",7341522,1,45.45,60,69,69,3,66,10
"15864",7341522,2,45.45,60,60,0,3,81,10
"15866",7341532,2,42.42,44,74.5,0,57,81,8
"15867",7341534,1,54.54,44,65,42,55,66,8
"15868",7341534,2,54.54,44,65.5,0,43,81,10
"15869",7341538,1,66.66,44,65.5,40,31,76,10
"15870",7341539,2,72.72,60,73,0,21,81,10
"15873",7341541,1,72.72,60,73,63,68,91,9
"15874",7341555,1,63.63,44,72,60,59,91,8
"15875",7341556,1,72.72,60,67.5,60,55,34,8
"15876",7341557,1,63.63,60,71,68,31,42,9
"15877",7341566,1,69.69,60,66,61,23,52,10
"15878",7341566,2,69.69,60,68.5,0,23,91,10
"15879",7341568,1,69.69,60,66.5,53,23,86,10
"15880",7341569,1,69.69,60,71,49,64,86,8
"15881",7341569,2,69.69,60,64.5,0,16,81,8
"15882",7341571,1,78.78,60,67,65,52,86,6
"15883",7341574,4,63.63,60,68.5,0,3,91,8
"15884",7341575,1,87.87,60,56.5,52,23,91,5
"15885",7341584,1,54.54,60,68,71,23,86,10
"15886",7341584,2,54.54,60,69.5,0,52,72,10
"15887",7341586,1,54.54,60,61.5,69,21,86,10
"15888",7341586,6,54.54,44,71,0,1,91,10
"15889",7341592,2,48.48,44,61.5,0,51,72,10
"15890",7341593,2,63.63,60,71,0,36,91,5
"15891",7341594,1,57.57,60,66.5,69,23,91,8
"15892",7341597,2,90.9,60,67.5,0,3,91,10
"15893",7341600,1,90.9,60,63.5,50,3,65,10
"15894",7341603,1,90.9,60,71,55,3,91,9
"15895",7341604,1,78.78,60,71,66,23,86,7
"15897",7341610,2,72.72,60,63.5,0,23,79,6
"15898",7341612,1,72.72,80,50.5,53,3,65,8
"15899",7341613,1,81.81,44,57.5,49,23,86,9
"15900",7341613,2,81.81,60,74,0,16,91,7
"15901",7341613,3,81.81,60,52.5,0,23,54,7
"15902",7341614,2,69.69,60,63.5,0,58,52,9
"15903",7341615,1,87.87,60,68,49,36,86,7
"15904",7341616,2,87.87,60,67,0,23,86,9
"15905",7341623,1,90.9,60,67,58,57,67,6
"15906",7341623,2,90.9,60,64.5,0,31,21,5
"15907",7341624,1,84.84,60,64,47,36,58,8
"15908",7341628,2,84.84,60,64.5,0,36,81,9
"15909",7341630,5,90.9,60,57,0,3,86,10
"15910",7341632,1,78.78,100,65.5,59,36,79,9
"15911",7341633,1,78.78,60,60.5,69,16,79,8
"15912",7341634,1,78.78,60,65.5,59,23,91,8
"15913",7341635,1,90.9,60,58,66,66,67,8
"15914",7341635,7,90.9,60,63,0,3,91,8
"15915",7341636,1,78.78,100,72.5,67,23,72,10
"15916",7341638,5,81.81,60,65,0,3,40,10
"15917",7341638,6,81.81,60,59.5,0,56,87,10
"15918",7341639,1,87.87,60,55,63,67,76,10
"15919",7341640,2,75.75,60,70,0,3,62,8
"15920",7341643,1,78.78,80,71,67,60,66,7
"15921",7341649,1,81.81,80,71,69,3,61,10
"15922",7341649,2,81.81,60,65.5,0,51,86,10
"15923",7341653,5,69.69,60,71,0,3,60,10
"15925",7341657,1,60.6,60,67,69,43,43,3
"15926",7341658,1,66.66,60,68,69,36,47,6
"15927",7341658,2,66.66,60,57,0,23,56,10
"15928",7341669,1,45.45,44,70,69,52,86,10
"15929",7341671,1,54.54,60,71,63,23,91,9
"15930",7341673,1,45.45,60,68,69,54,86,0
"15931",7341673,2,45.45,44,66,0,16,71,0
"15932",7341678,2,48.48,60,71,0,3,66,5
"15933",7341685,1,39.39,60,63,51,36,79,10
"15936",7341695,2,51.51,60,71,0,56,59,9
"15937",7341696,1,69.69,60,74,60,56,91,8
"15940",7341701,1,81.81,80,73,69,64,91,10
"15941",7341707,1,57.57,44,68.5,69,62,91,6
"15942",7341709,1,72.72,60,71.5,69,54,86,10
"15943",7341709,2,72.72,60,65.5,0,52,45,9
"15944",7341710,1,60.6,44,68.5,66,16,87,8
"15945",7341711,1,63.63,60,68.5,68,3,87,10
"15946",7341724,1,48.48,60,71,65,3,91,8
"15948",7341737,1,66.66,44,68.5,65,36,91,9
"15949",7341737,2,66.66,44,54,0,23,81,10
"15950",7341738,1,39.39,60,72.5,67,44,91,10
"15951",7341738,2,39.39,44,71,0,61,69,10
"15952",7341740,1,39.39,60,72.5,48,31,71,10
"15953",7341740,2,39.39,44,71.5,0,53,66,7
"15954",7341744,1,39.39,60,74,45,56,81,7
"15955",7341744,2,39.39,60,72.5,0,16,91,10
"15956",7341745,1,48.48,44,69,51,64,55,10
"15957",7341746,1,39.39,60,66,55,60,91,10
"15958",7341763,1,65.14,60,55,53,1,71,8
"15959",7341767,1,78.78,80,56.5,50,51,72,7
"15960",7341769,5,78.78,60,70,0,36,91,10
"15961",7341770,1,48.48,60,71,58,36,91,10
"15962",7341772,1,48.48,60,67,53,23,91,8
"15963",7341779,1,57.57,60,71,56,44,67,7
"15964",7341785,1,72.72,80,63.5,60,29,76,6
"15966",7341787,2,54.54,60,75,0,69,81,10
"15967",7341788,1,45.45,80,63,49,82,79,10
"15968",7341788,2,45.45,60,63.5,0,72,69,7
"15969",7341789,3,69.69,60,70,0,50,86,8
"15970",7341791,1,60.6,60,75,54,65,91,10
"15971",7341793,1,60.6,60,75,53,3,91,10
"15973",7341799,1,57.57,60,75,65,60,91,9
"15974",7341799,2,57.57,100,68.5,0,78,91,8
"15975",7341801,1,78.78,80,66.5,55,54,59,7
"15976",7341805,1,81.81,80,70,53,52,71,9
"15977",7341806,1,75.75,60,71,54,36,66,8
"15978",7341806,6,75.75,60,57.5,0,36,33,7
"15979",7341809,1,78.78,60,68.5,61,36,45,5
"15980",7341823,1,60.6,60,71,51,23,50,9
"15981",7341825,1,60.6,60,75,55,36,49,5
"15983",7341835,1,45.45,44,68,60,36,81,9
"15985",7341842,1,33.33,60,70,59,16,49,8
"15986",7341844,1,66.66,44,69,55,16,49,9
"15987",7341846,1,66.66,60,65,56,36,71,10
"15988",7341849,1,66.66,44,75,60,36,66,8
"15989",7341849,2,66.66,44,66,0,52,66,8
"15991",7341854,2,66.66,44,66,0,52,59,10
"15992",7341859,1,57.57,60,63.5,57,36,62,10
"15993",7341859,2,57.57,60,61.5,0,23,49,10
"15994",7341862,1,39.39,60,71.5,59,56,43,9
"15995",7341862,2,39.39,44,68,0,3,40,10
"15996",7341865,1,51.51,44,73,65,3,52,10
"15997",7341865,2,51.51,60,71,0,3,55,10
"15998",7341865,4,51.51,44,71,0,23,79,10
"15999",7341869,2,60.6,44,68,0,55,71,10
"16000",7341872,1,69.69,60,67.5,65,36,33,10
"16001",7341874,1,69.69,60,74,54,23,40,7
"16002",7341874,2,69.69,60,72,0,23,86,9
"16003",7341878,1,69.69,60,69,53,36,76,0
"16004",7341880,1,63.63,44,72.5,57,36,76,9
"16006",7341891,6,81.81,44,67,0,31,43,7
"16007",7341894,1,90.9,60,63,54,31,66,6
"16008",7341894,2,90.9,100,75,0,3,66,9
"16010",7341896,1,63.63,60,68.5,48,3,67,9
"16011",7341896,2,63.63,44,61.5,0,23,57,8
"16012",7341899,6,90.9,60,72,0,53,74,9
"16014",7341902,1,60.6,80,68,49,3,86,9
"16015",7341905,1,84.84,60,63,53,16,43,8
"16016",7341907,7,69.69,60,75,0,23,86,9
"16017",7341907,8,69.69,60,64.5,0,21,91,9
"16019",7341912,1,87.87,60,67,35,51,91,7
"16020",7341913,1,78.78,60,71,62,51,87,7
"16021",7341914,1,84.84,60,56.5,55,36,63,10
"16022",7341914,2,84.84,60,65.5,0,36,91,10
"16023",7341915,3,90.9,44,61.5,0,36,77,10
"16024",7341916,1,75.75,44,61,53,23,91,10
"16025",7341918,5,84.84,60,69,0,23,52,8
"16026",7341919,1,90.9,60,69,45,31,91,8
"16028",7341920,2,81.81,60,69,0,44,66,8
"16029",7341923,4,87.87,60,64,0,49,20,10
"16030",7341927,5,99.99,60,59,0,51,77,10
"16031",7341931,1,81.81,60,71,37,23,91,9
"16032",7341932,1,75.75,100,71,47,36,76,7
"16033",7341939,3,90.9,44,66,0,3,48,10
"16034",7341945,1,90.9,44,66.5,44,3,91,10
"16035",7341947,1,81.81,44,71,66,16,66,8
"16036",7341949,1,81.81,60,69,66,16,91,5
"16037",7341949,2,81.81,60,71,0,21,59,8
"16038",7341955,1,90.9,44,65,67,3,74,2
"16039",7341955,2,90.9,44,73,0,3,59,7
"16040",7341958,1,81.81,60,69,62,52,91,6
"16041",7341959,1,90.9,44,57.5,64,52,39,6
"16042",7341959,2,90.9,44,65,0,23,50,7
"16043",7341960,5,81.81,60,69,0,16,62,7
"16044",7341962,1,90.9,60,72,66,23,91,8
"16045",7341963,1,90.9,44,72.5,52,16,55,10
"16046",7341963,2,90.9,44,75,0,36,91,7
"16047",7341967,1,57.57,60,71,55,23,91,10
"16048",7341970,1,57.57,44,68,55,56,81,10
"16049",7341970,2,57.57,44,69,0,21,57,10
"16050",7341970,6,57.57,44,66.5,0,3,91,10
"16052",7341974,1,66.66,60,69.5,59,23,57,9
"16053",7341974,2,66.66,60,68.5,0,1,81,10
"16054",7341975,1,69.69,44,59,66,1,49,10
"16055",7341975,2,69.69,60,64,0,16,72,10
"16056",7341978,1,36.36,44,66.5,68,23,91,10
"16057",7341978,2,36.36,44,59.5,0,61,36,9
"16059",7341982,2,45.45,44,67,0,23,81,10
"16060",7341983,1,45.45,44,68,67,3,38,8
"16061",7341983,2,45.45,44,68,0,23,81,9
"16062",7341987,1,81.81,44,68.5,67,23,43,10
"16065",7341996,3,42.42,44,59,0,60,45,10
"16066",7341998,1,45.45,60,69.5,61,3,91,8
"16067",7342016,1,72.72,44,72.5,63,3,62,10
"16068",7342016,2,72.72,44,69,0,36,86,10
"16070",7342019,1,63.63,44,68,38,51,91,10
"16071",7342020,1,63.63,60,67,34,23,67,10
"16072",7342023,1,69.69,44,65,52,54,46,10
"16073",7342024,1,72.72,44,70,48,3,91,3
"16074",7342026,2,72.72,60,63,0,23,86,8
"16075",7342027,1,60.6,44,69,34,3,69,9
"16076",7342035,1,72.72,44,63,50,3,51,7
"16077",7342037,1,69.69,60,71,66,23,86,8
"16078",7342038,1,78.78,60,62,54,16,82,10
"16079",7342038,2,78.78,60,63.5,0,21,81,10
"16080",7342039,1,69.69,60,65,36,23,76,10
"16081",7342040,1,60.6,60,67,43,3,53,9
"16082",7342043,1,78.78,44,66.5,64,24,86,8
"16083",7342046,1,60.6,44,69,59,36,91,6
"16084",7342055,1,81.81,60,63.5,61,16,70,8
"16085",7342060,1,81.81,60,68.5,55,16,79,7
"16086",7342062,1,63.63,60,73,60,3,91,6
"16087",7342063,1,72.72,60,69,34,3,45,9
"16088",7342063,2,72.72,60,62,0,23,81,10
"16089",7342071,1,81.81,80,63,50,51,74,7
"16090",7342076,1,75.75,60,64.5,48,23,54,8
"16091",7342084,1,81.81,60,73,48,44,81,8
"16092",7342085,1,63.63,44,75,53,44,91,8
"16093",7342086,1,69.69,60,69,62,62,71,7
"16094",7342088,1,75.75,60,69.5,59,3,59,7
"16095",7342090,1,81.81,80,71.5,60,3,69,9
"16096",7342092,1,48.48,60,67.5,57,3,86,7
"16097",7342092,2,48.48,44,75,0,3,72,9
"16098",7342095,1,42.42,60,74,35,3,56,8
"16099",7342098,1,51.51,60,74,35,23,71,9
"16100",7342100,1,33.33,60,72,35,24,47,8
"16101",7342100,2,33.33,60,71,0,16,91,10
"16102",7342101,1,54.54,60,69,58,3,86,10
"16103",7342101,2,54.54,60,67.5,0,31,91,8
"16104",7342102,1,57.57,44,65,57,23,91,8
"16105",7342102,2,57.57,44,68.5,0,70,91,9
"16106",7342116,2,87.87,60,71,0,62,62,10
"16107",7342119,1,42.42,60,70,59,23,65,10
"16108",7342123,2,51.51,44,68.5,0,23,86,10
"16109",7342124,1,45.45,44,75,47,3,91,10
"16110",7342133,1,54.54,60,70,55,23,91,8
"16111",7342141,3,69.69,44,75,0,25,91,8
"16112",7342142,1,60.6,44,72.5,39,34,76,8
"16113",7342142,2,60.6,80,70,0,31,70,10
"16114",7342144,1,81.81,60,59.5,48,53,40,10
"16115",7342162,1,75.75,60,73.5,55,4,83,10
"16116",7342184,1,69.69,44,67,57,0,18,10
"16117",7342186,1,75.75,60,69.5,56,54,91,4
"16118",7342187,1,81.81,44,64,55,1,76,7
"16119",7342198,1,54.54,60,70.5,53,3,50,10
"16120",7342198,2,54.54,60,75,0,44,91,10
"16121",7342201,1,45.45,60,62.5,51,21,40,10
"16122",7342203,1,51.51,60,58,50,21,38,5
"16123",7342208,1,87.87,60,68,53,3,45,8
"16124",7342209,1,90.9,60,70,52,23,52,10
"16126",7342210,2,75.75,60,70,0,23,47,10
"16127",7342212,1,78.78,60,71,52,36,28,5
"16128",7342212,2,78.78,60,71,0,23,57,4
"16129",7342212,5,78.78,60,70,0,56,45,10
"16130",7342215,1,75.75,60,67,68,23,91,5
"16131",7342216,1,66.66,60,66.5,66,36,38,5
"16132",7342216,2,66.66,60,70,0,23,57,4
"16133",7342218,1,84.84,60,61.5,59,3,55,9
"16135",7342219,1,77.26,80,68.5,47,62,86,5
"16136",7342221,1,66.66,60,70,56,3,91,8
"16137",7342221,2,66.66,60,71,0,36,91,7
"16138",7342222,1,72.72,60,71,59,16,86,10
"16139",7342222,2,72.72,60,70,0,16,71,10
"16140",7342223,3,69.69,60,70,0,36,76,2
"16141",7342226,3,75.75,60,65.5,0,23,71,10
"16142",7342226,4,75.75,60,70.5,0,3,91,9
"16143",7342227,1,75.75,60,71,34,3,54,8
"16144",7342228,1,75.75,60,71,34,23,38,10
"16145",7342228,2,75.75,60,71,0,3,59,10
"16146",7342231,1,81.81,80,69.5,61,23,79,10
"16147",7342231,2,81.81,100,65.5,0,23,86,10
"16148",7342239,3,72.72,60,71,0,16,86,10
"16149",7342242,1,78.78,80,67.5,60,21,91,8
"16152",7342262,1,66.66,44,71,69,44,91,9
"16153",7342274,1,87.87,60,68.5,38,3,91,5
"16154",7342276,3,78.78,60,66,0,79,91,10
"16155",7342282,1,81.81,100,69,45,51,58,7
"16156",7342282,2,81.81,60,71,0,60,81,8
"16158",7342289,1,78.78,60,67,69,31,35,7
"16159",7342290,1,81.81,60,68.5,69,62,74,8
"16160",7342294,1,66.66,80,55,69,36,86,10
"16161",7342295,1,66.66,60,68.5,65,16,35,10
"16162",7342296,1,63.63,80,69,65,54,54,8
"16164",7342306,1,69.69,60,66,64,16,55,10
"16165",7342308,1,54.54,60,71,61,36,54,10
"16167",7342310,1,54.54,60,71,51,23,76,10
"16168",7342310,2,54.54,60,75,0,23,86,8
"16169",7342317,1,60.6,44,66,61,68,37,10
"16170",7342317,2,60.6,60,60,0,44,81,7
"16171",7342321,1,60.6,60,68.5,64,31,25,10
"16172",7342322,1,69.69,80,71,60,60,69,8
"16173",7342323,1,69.69,44,65.5,62,51,57,9
"16174",7342324,1,69.69,60,71,61,70,67,10
"16175",7342326,1,69.69,60,61.5,60,23,38,8
"16176",7342326,2,69.69,60,66.5,0,51,77,7
"16177",7342330,1,69.69,60,64.5,49,51,76,10
"16178",7342338,1,36.36,60,68,67,16,66,10
"16179",7342340,1,57.57,60,65.5,49,36,72,10
"16180",7342342,1,45.45,60,71,50,36,91,10
"16182",7342343,2,45.45,60,64,0,16,67,6
"16183",7342347,1,49.99,60,69,42,16,70,10
"16184",7342347,2,49.99,60,75,0,16,81,10
"16186",7342350,1,45.45,60,71,43,16,91,10
"16187",7342350,2,45.45,60,71.5,0,16,66,10
"16188",7342355,2,63.63,60,71,0,44,81,8
"16189",7342357,1,63.63,60,71,66,36,91,8
"16190",7342359,1,45.45,60,64,66,16,91,8
"16191",7342359,2,45.45,60,75,0,16,91,9
"16192",7342359,3,45.45,60,66,0,36,74,6
"16193",7342360,2,54.54,60,69.5,0,3,66,6
"16194",7342367,1,42.42,44,71.5,66,3,81,1
"16195",7342367,2,42.42,44,71,0,36,81,9
"16196",7342376,1,51.51,60,61.5,47,23,66,8
"16197",7342377,1,60.6,60,68,46,3,74,9
"16198",7342380,1,72.72,80,68.5,48,3,52,9
"16199",7342380,2,72.72,60,71,0,23,86,8
"16200",7342389,2,69.69,60,71,0,23,91,8
"16201",7342393,3,69.69,60,74,0,3,86,5
"16202",7342394,1,78.78,60,75,55,16,91,7
"16204",7342396,1,81.81,60,71,69,56,91,9
"16205",7342399,1,60.6,60,70,69,23,91,10
"16206",7342401,1,90.9,60,74,69,3,74,10
"16207",7342402,3,90.9,60,70,0,3,91,10
"16209",7342406,2,81.81,60,71,0,59,55,9
"16210",7342407,1,81.81,60,71,64,29,91,10
"16211",7342407,2,81.81,60,58.5,0,3,50,10
"16212",7342409,1,81.81,60,71,67,3,65,10
"16214",7342426,5,81.81,60,70,0,78,77,9
"16218",7342437,1,90.9,60,70,52,3,79,9
"16219",7342438,1,90.9,80,69,44,3,55,10
"16220",7342438,2,90.9,80,71,0,3,70,7
"16221",7342439,1,90.9,60,71,48,54,65,9
"16222",7342441,1,84.84,60,70,51,23,86,5
"16224",7342444,1,81.81,60,66,50,3,86,10
"16225",7342447,1,87.87,60,71,41,52,91,8
"16226",7342447,2,87.87,60,67.5,0,57,62,6
"16229",7342448,3,78.78,60,70,65,36,91,10
"16230",7342448,1,78.78,60,66,61,3,91,7
"16232",7342450,1,69.69,60,70,58,36,77,7
"16233",7342451,1,78.78,44,65,65,3,72,7
"16234",7342456,1,69.69,60,68,67,16,86,6
"16235",7342460,1,42.42,60,64,43,23,86,7
"16236",7342481,7,36.36,44,60,0,3,61,6
"16238",7342493,1,45.45,60,66,64,31,91,10
"16239",7342493,2,45.45,60,63,0,23,64,8
"16241",7342495,1,36.36,60,71,62,3,91,2
"16242",7342496,1,45.45,60,68.5,42,36,86,2
"16245",7342510,1,54.54,60,67,48,3,79,10
"16246",7342510,2,54.54,44,67,0,3,74,7
"16248",7342523,1,36.36,60,75,38,36,77,7
"16249",7342523,2,36.36,60,71,0,3,79,6
"16250",7342524,1,36.36,60,75,46,53,82,7
"16251",7342524,2,36.36,60,69,0,3,91,7
"16252",7342526,1,36.36,44,68,48,3,66,8
"16253",7342527,1,36.36,60,71,61,3,66,7
"16254",7342534,1,30.3,44,71,51,23,86,9
"16255",7342534,2,30.3,60,71,0,1,66,9
"16256",7342535,1,33.33,60,66,54,1,66,6
"16257",7342536,1,27.27,44,71,61,3,91,4
"16258",7342536,2,27.27,60,71,0,36,66,4
"16261",7342543,1,36.36,60,75,58,3,81,10
"16262",7342546,1,87.87,60,75,58,1,81,10
"16263",7342546,2,87.87,60,67.5,0,16,82,9
"16264",7342549,1,87.87,60,70,51,1,91,8
"16265",7342550,1,78.78,60,71,55,3,67,10
"16267",7342555,1,81.81,60,60,56,3,82,6
"16268",7342557,1,72.72,60,65,54,3,72,7
"16269",7342557,2,72.72,60,68,0,23,69,7
"16271",7342562,2,90.9,60,71,0,23,91,10
"16272",7342565,1,90.9,60,66,45,23,91,10
"16274",7342567,1,90.9,44,71,45,1,86,4
"16275",7342569,1,72.72,60,69,44,3,81,2
"16276",7342571,1,90.9,60,71,45,23,81,10
"16277",7342574,2,81.81,44,61.5,0,21,37,10
"16278",7342575,2,81.81,60,68.5,0,1,56,9
"16279",7342576,1,87.87,60,66,52,21,82,9
"16280",7342577,1,87.87,44,69,56,21,91,10
"16281",7342577,2,87.87,60,71,0,36,81,10
"16282",7342578,1,81.81,60,68.5,48,36,86,10
"16283",7342578,2,81.81,60,68.5,0,55,77,7
"16284",7342581,1,90.9,44,65,46,54,55,7
"16285",7342581,2,90.9,60,68.5,0,16,91,4
"16286",7342593,1,81.81,60,71,49,68,91,5
"16287",7342594,1,81.81,60,66.5,50,23,87,7
"16288",7342594,2,81.81,60,73,0,23,91,7
"16289",7342600,1,81.81,60,71,62,23,81,7
"16290",7342601,7,99.99,60,71,0,3,65,2
"16291",7342602,1,81.81,60,61,61,23,40,7
"16292",7342604,1,87.87,60,65.5,36,36,86,9
"16293",7342604,2,87.87,60,73,0,36,86,8
